word,popularity
disembodied,negative
disengagement,negative
disfavor,negative
disfigured,negative
disgrace,negative
disgraced,negative
disgraceful,negative
disgracefully,negative
disgruntle,negative
disgruntled,negative
disgust,negative
disgusted,negative
disgustedly,negative
disgustful,negative
disgustfully,negative
disgusting,negative
disgustingly,negative
dishearten,negative
disheartened,negative
disheartening,negative
dishearteningly,negative
dishonest,negative
dishonestly,negative
dishonesty,negative
dishonor,negative
dishonorable,negative
dishonorablely,negative
disillusion,negative
disillusioned,negative
disillusionment,negative
disillusions,negative
disinclination,negative
disinclined,negative
disinfection,positive
disinformation,negative
disingenuous,negative
disingenuously,negative
disintegrate,negative
disintegrated,negative
disintegrates,negative
disintegration,negative
disinterest,negative
disinterested,negative
dislike,negative
disliked,negative
dislikes,negative
disliking,negative
dislocated,negative
disloyal,negative
disloyalty,negative
dismal,negative
dismally,negative
dismalness,negative
dismay,negative
dismayed,negative
dismaying,negative
dismayingly,negative
dismemberment,negative
dismissal,negative
dismissive,negative
dismissively,negative
disobedience,negative
disobedient,negative
disobey,negative
disoobedient,negative
disorder,negative
disordered,negative
disorderly,negative
disorganized,negative
disorient,negative
disoriented,negative
disown,negative
disparage,negative
disparaging,negative
disparagingly,negative
disparity,negative
dispassionate,negative
dispel,negative
dispensable,negative
dispersion,negative
dispirit,negative
dispirited,negative
dispiritedly,negative
dispiriting,negative
displace,negative
displaced,negative
displease,negative
displeased,negative
displeasing,negative
displeasure,negative
disposal,negative
disposed,positive
dispossessed,negative
disproportionate,negative
disprove,negative
disputable,negative
dispute,negative
disputed,negative
disqualification,negative
disqualified,negative
disqualify,negative
disquiet,negative
disquieting,negative
disquietingly,negative
disquietude,negative
disregard,negative
disregarded,negative
disregardful,negative
disreputable,negative
disrepute,negative
disrespect,negative
disrespectable,negative
disrespectablity,negative
disrespectful,negative
disrespectfully,negative
disrespectfulness,negative
disrespecting,negative
disrupt,negative
disruption,negative
disruptive,negative
diss,negative
dissapointed,negative
dissappointed,negative
dissappointing,negative
dissatisfaction,negative
dissatisfactory,negative
dissatisfied,negative
dissatisfies,negative
dissatisfy,negative
dissatisfying,negative
dissed,negative
dissemble,negative
dissembler,negative
disseminate,positive
dissension,negative
dissent,negative
dissenter,negative
dissenting,negative
dissention,negative
disservice,negative
disses,negative
dissidence,negative
dissident,negative
dissidents,negative
dissing,negative
dissocial,negative
dissolute,negative
dissolution,negative
dissonance,negative
dissonant,negative
dissonantly,negative
dissuade,negative
dissuasive,negative
distains,negative
distaste,negative
distasteful,negative
distastefully,negative
distillation,positive
distinct,positive
distinction,positive
distinctive,positive
distinguished,positive
distort,negative
distorted,negative
distortion,negative
distorts,negative
distract,negative
distracted,negative
distracting,negative
distraction,negative
distraught,negative
distraughtly,negative
distraughtness,negative
distress,negative
distressed,negative
distressing,negative
distressingly,negative
distrust,negative
distrustful,negative
distrusting,negative
disturb,negative
disturbance,negative
disturbed,negative
disturbed-let,negative
disturbing,negative
disturbingly,negative
disunity,negative
disuse,negative
disused,negative
disvalue,negative
ditty,positive
divergent,negative
diverse,negative
diverse,positive
diversified,positive
diversion,positive
divested,negative
divestment,negative
divided,negative
divine,positive
divinely,positive
divinity,positive
division,negative
divisive,negative
divisively,negative
divisiveness,negative
divorce,negative
divorced,negative
dizziness,negative
dizzing,negative
dizzingly,negative
dizzy,negative
docked,negative
doctor,positive
doddering,negative
dodge,positive
dodgey,negative
doer,positive
dogged,negative
dogged,positive
doggedly,negative
dogmatic,negative
doit,negative
doldrums,negative
dole,negative
dolor,negative
dolphin,positive
dominance,negative
dominant,negative
dominate,negative
dominate,positive
dominated,positive
dominates,positive
domination,negative
domineer,negative
domineering,negative
don,positive
donation,positive
donkey,negative
donside,negative
doodle,negative
doom,negative
doomed,negative
doomsday,negative
dope,negative
dote,positive
dotingly,positive
doubt,negative
doubtful,negative
doubtfully,negative
doubting,negative
doubtless,positive
doubts,negative
douchbag,negative
douche,negative
douchebag,negative
douchebags,negative
dour,negative
dove,positive
down,negative
downbeat,negative
downcast,negative
downer,negative
downfall,negative
downfallen,negative
downgrade,negative
downhearted,negative
downheartedly,negative
downhill,negative
downside,negative
downsides,negative
downturn,negative
downturns,negative
downy,positive
drab,negative
draconian,negative
draconic,negative
drag,negative
dragged,negative
dragging,negative
dragon,negative
dragons,negative
dragoon,negative
drags,negative
drain,negative
drainage,negative
drained,negative
draining,negative
drains,negative
drama,negative
drastic,negative
drastically,negative
drawback,negative
drawbacks,negative
dread,negative
dreadful,negative
dreadfully,negative
dreadfulness,negative
dream,positive
dreamland,positive
dreams,positive
dreamy,positive
dreary,negative
drinking,negative
dripped,negative
dripping,negative
drippy,negative
drips,negative
drive,positive
drivel,negative
driven,positive
drone,negative
drones,negative
droop,negative
drooping,negative
droops,negative
dropout,negative
drop-out,negative
dropouts,negative
drop-outs,negative
drought,negative
drown,negative
drowning,negative
drowsiness,negative
drudgery,negative
drunk,negative
drunkard,negative
drunken,negative
drunkenness,negative
dubious,negative
dubiously,negative
dubitable,negative
dud,negative
duet,positive
duke,positive
dull,negative
dullard,negative
dumb,negative
dumbfound,negative
dumbfounded,negative
dumbfounded,positive
dumbfounding,positive
dummy,negative
dummy-proof,positive
dump,negative
dumped,negative
dumping,negative
dumps,negative
dun,negative
dunce,negative
dungeon,negative
dungeons,negative
dupe,negative
duplicity,negative
durability,positive
durable,positive
duress,negative
dust,negative
dusty,negative
dutiful,positive
dwarfed,negative
dwindling,negative
dying,negative
dynamic,positive
dysentery,negative
eager,positive
eagerly,positive
eagerness,positive
earl,positive
earn,positive
earnest,positive
earnestly,positive
earnestness,positive
earsplitting,negative
earthquake,negative
ease,positive
eased,positive
easement,positive
eases,positive
easier,positive
easiest,positive
easiness,positive
easing,positive
easy,positive
easygoing,positive
easy-to-use,positive
eat,positive
eavesdropping,negative
ebullience,positive
ebullient,positive
ebulliently,positive
eccentric,negative
eccentricity,negative
ecenomical,positive
eclectic,positive
economical,positive
ecstasies,positive
ecstasy,positive
ecstatic,positive
ecstatically,positive
edgy,negative
edict,negative
edification,positive
edify,positive
educable,positive
educate,positive
educated,positive
educational,positive
effective,positive
effectively,positive
effectiveness,positive
effectual,positive
effeminate,negative
efficacious,positive
efficacy,positive
efficiency,positive
efficient,positive
efficiently,positive
effigy,negative
effort,positive
effortless,positive
effortlessly,positive
effrontery,negative
effusion,positive
effusive,positive
effusively,positive
effusiveness,positive
egalitarian,positive
ego,negative
egocentric,negative
egomania,negative
egotism,negative
egotistical,negative
egotistically,negative
egregious,negative
egregiously,negative
ejaculation,positive
eject,negative
ejection,negative
elaboration,positive
elan,positive
elate,positive
elated,positive
elatedly,positive
elation,positive
elder,positive
elders,positive
elect,positive
election-rigger,negative
electric,positive
electricity,positive
electrification,positive
electrify,positive
elegance,positive
elegant,positive
elegantly,positive
elevate,positive
elevated,positive
elevation,positive
eligible,positive
elimination,negative
elite,positive
eloquence,positive
eloquent,positive
eloquently,positive
elucidate,positive
elusive,negative
emaciated,negative
emancipation,positive
emasculate,negative
embargo,negative
embarrass,negative
embarrassing,negative
embarrassingly,negative
embarrassment,negative
embattled,negative
embezzlement,negative
embolden,positive
embolism,negative
embrace,positive
embroil,negative
embroiled,negative
embroilment,negative
emergency,negative
emeritus,positive
eminence,positive
eminent,positive
eminently,positive
emir,positive
emotional,negative
empathize,positive
empathy,negative
empathy,positive
emphatic,negative
emphatically,negative
empower,positive
empowerment,positive
emptiness,negative
empty,negative
emulate,positive
enable,positive
enablement,positive
enchant,positive
enchanted,positive
enchanting,positive
enchantingly,positive
enclave,negative
encore,positive
encourage,positive
encouragement,positive
encouraging,positive
encouragingly,positive
encroach,negative
encroachment,negative
encumbrance,negative
encyclopedia,positive
endanger,negative
endangered,negative
endear,positive
endearing,positive
endeavor,positive
endemic,negative
endless,negative
endless,positive
endorse,positive
endorsed,positive
endorsement,positive
endorser,positive
endorses,positive
endorsing,positive
endow,positive
endowed,positive
endowment,positive
endurable,positive
endurance,positive
endure,positive
enduring,positive
enemies,negative
enemy,negative
energetic,positive
energize,positive
energy-efficient,positive
energy-saving,positive
enervate,negative
enfeeble,negative
enflame,negative
enforce,negative
enforce,positive
enforcement,negative
engaged,positive
engaging,positive
engrossing,positive
engulf,negative
enhance,positive
enhanced,positive
enhancement,positive
enhances,positive
enigmatic,negative
enjoin,negative
enjoy,positive
enjoyable,positive
enjoyably,positive
enjoyed,positive
enjoying,positive
enjoyment,positive
enjoys,positive
enlighten,positive
enlightenment,positive
enliven,positive
enmity,negative
ennoble,positive
enormities,negative
enormity,negative
enormous,negative
enormously,negative
enough,positive
enrage,negative
enraged,negative
enraging,negative
enrapt,positive
enrapture,positive
enraptured,positive
enrich,positive
enrichment,positive
ensemble,positive
ensign,positive
enslave,negative
enslaved,negative
enslavement,negative
entangle,negative
entangled,negative
entanglement,negative
enterprising,positive
entertain,positive
entertained,positive
entertaining,positive
entertainment,positive
entertains,positive
enthral,positive
enthrall,positive
enthralled,positive
enthuse,positive
enthusiasm,positive
enthusiast,positive
enthusiastic,positive
enthusiastically,positive
entice,positive
enticed,positive
enticing,positive
enticingly,positive
entrails,negative
entranced,positive
entrancing,positive
entrap,negative
entrapment,negative
entreatingly,positive
entrust,positive
enviable,positive
enviably,positive
envious,negative
envious,positive
enviously,negative
enviously,positive
enviousness,negative
enviousness,positive
environ,positive
envisions,positive
envy,negative
envy,positive
ephemeris,positive
epic,positive
epidemic,negative
epilepsy,negative
epitome,positive
equality,positive
equally,positive
equilibrium,positive
equitable,positive
equity,positive
equivocal,negative
eradicate,negative
eradication,negative
erase,negative
ergonomical,positive
erode,negative
erodes,negative
erosion,negative
erotic,negative
erotic,positive
err,negative
errand,positive
errant,negative
erratic,negative
erratically,negative
erratum,negative
err-free,positive
erroneous,negative
erroneously,negative
error,negative
errors,negative
erudite,positive
erupt,negative
eruption,negative
eruptions,negative
escalate,negative
escapade,negative
escape,negative
escape,positive
eschew,negative
esoteric,negative
especially,positive
espionage,negative
esprit,positive
essential,positive
established,positive
esteem,positive
esthetic,positive
estranged,negative
eternal,negative
eternity,positive
ethical,positive
ethics,positive
eulogize,positive
euphoria,positive
euphoric,positive
euphorically,positive
euthanasia,negative
evacuate,negative
evacuation,negative
evade,negative
evaluative,positive
evasion,negative
evasive,negative
even,positive
evenly,positive
eventful,positive
evergreen,positive
everlasting,positive
evict,negative
eviction,negative
evident,positive
evil,negative
evildoer,negative
evils,negative
eviscerate,negative
evocative,positive
evolution,positive
exacerbate,negative
exacerbation,negative
exacting,negative
exagerate,negative
exagerated,negative
exagerates,negative
exaggerate,negative
exaggerated,negative
exaggeration,negative
exalt,positive
exaltation,positive
exalted,positive
exaltedly,positive
exalting,positive
exaltingly,positive
examination,negative
examplar,positive
examplary,positive
exasperate,negative
exasperated,negative
exasperating,negative
exasperatingly,negative
exasperation,negative
excallent,positive
excavation,negative
exceed,positive
exceeded,positive
exceeding,positive
exceedingly,positive
exceeds,positive
excel,positive
exceled,positive
excelent,positive
excellant,positive
excelled,positive
excellence,positive
excellency,positive
excellent,positive
excellently,positive
excels,positive
exceptional,positive
exceptionally,positive
excess,negative
excessive,negative
excessively,negative
exchange,positive
excise,negative
excitable,positive
excitation,positive
excite,positive
excited,positive
excitedly,positive
excitedness,positive
excitement,positive
excites,positive
exciting,positive
excitingly,positive
excluded,negative
excluding,negative
exclusion,negative
exclusive,positive
excoriate,negative
excrement,negative
excruciating,negative
excruciatingly,negative
excusable,positive
excuse,negative
excuses,negative
execrate,negative
execution,negative
executioner,negative
exellent,positive
exemplar,positive
exemplary,positive
exemption,positive
exhaust,negative
exhausted,negative
exhaustion,negative
exhaustive,positive
exhaustively,positive
exhausts,negative
exhilarate,positive
exhilarating,positive
exhilaratingly,positive
exhilaration,positive
exhorbitant,negative
exhort,positive
exhort,negative
exhortation,positive
exigent,negative
exile,negative
existence,positive
exonerate,positive
exorbitant,negative
exorbitantance,negative
exorbitantly,negative
exorcism,negative
exotic,positive
expansive,positive
expatriate,negative
expect,positive
expectation,positive
expediencies,negative
expedient,negative
expedient,positive
expedition,positive
expeditiously,positive
expel,negative
expenditure,negative
expenses,negative
expensive,negative
experienced,positive
expert,positive
expertise,positive
expertly,positive
expire,negative
expired,negative
explain,positive
expletive,negative
explicit,positive
explicitly,positive
explode,negative
exploit,negative
exploitation,negative
explosion,negative
explosive,negative
exposed,negative
expressive,positive
expropriate,negative
expropriation,negative
expulse,negative
expulsion,negative
expunge,negative
exquisite,positive
exquisitely,positive
extend,positive
extensive,positive
exterminate,negative
extermination,negative
extinct,negative
extinguish,negative
extol,positive
extoll,positive
extort,negative
extortion,negative
extra,positive
extrajudicial,negative
extraneous,negative
extraordinarily,positive
extraordinary,positive
extravagance,negative
extravagant,negative
extravagantly,negative
extreme,negative
extremely,negative
extremism,negative
extremist,negative
extremists,negative
extremity,negative
extricate,positive
exuberance,positive
exuberant,positive
exuberantly,positive
exult,positive
exultant,positive
exultation,positive
exultingly,positive
eyecatch,positive
eye-catch,positive
eyecatching,positive
eye-catching,positive
eyesore,negative
f**k,negative
fabricate,negative
fabrication,negative
fabulous,positive
fabulously,positive
facetious,negative
facetiously,negative
facilitate,positive
facts,positive
faculty,positive
fade,negative
fading,negative
faeces,negative
fail,negative
failed,negative
failing,negative
fails,negative
failure,negative
failures,negative
fain,positive
faint,negative
fainthearted,negative
fainting,negative
fair,positive
fairly,positive
fairness,positive
faith,positive
faithful,positive
faithfully,positive
faithfulness,positive
faithless,negative
fake,negative
fall,negative
fallacies,negative
fallacious,negative
fallaciously,negative
fallaciousness,negative
fallacy,negative
fallen,negative
fallible,negative
falling,negative
fallout,negative
fallow,negative
falls,negative
falsehood,negative
falsely,negative
falsification,negative
falsify,negative
falsity,negative
falter,negative
faltered,negative
fame,positive
famed,positive
familiar,positive
familiarity,positive
famine,negative
famished,negative
famous,positive
famously,positive
fanatic,negative
fanatical,negative
fanatically,negative
fanaticism,negative
fanatics,negative
fancier,positive
fanciful,negative
fancinating,positive
fancy,positive
fanfare,positive
fans,positive
fantastic,positive
fantastically,positive
fantasy,positive
farce,negative
farcical,negative
farcically,negative
farcical-yet-provocative,negative
farfetched,negative
far-fetched,negative
farsighted,positive
fascinate,positive
fascinating,positive
fascinatingly,positive
fascination,positive
fascism,negative
fascist,negative
fashionable,positive
fashionably,positive
fast,positive
faster,positive
fastest,positive
fastest-growing,positive
fast-growing,positive
fastidious,negative
fastidiously,negative
fasting,negative
fast-paced,positive
fastuous,negative
fat,negative
fatal,negative
fatalistic,negative
fatalistically,negative
fatality,negative
fatally,negative
fatcat,negative
fat-cat,negative
fatcats,negative
fat-cats,negative
fate,negative
fateful,negative
fatefully,negative
fathomless,negative
fatigue,negative
fatigued,negative
fatique,negative
fatty,negative
fatuity,negative
fatuous,negative
fatuously,negative
fault,negative
faultless,positive
faults,negative
faulty,negative
fav,positive
fave,positive
favor,positive
favorable,positive
favored,positive
favorite,positive
favorited,positive
favoritism,positive
favour,positive
fawn,negative
fawningly,negative
faze,negative
fear,negative
fearful,negative
fearfully,negative
fearing,negative
fearless,positive
fearlessly,positive
fears,negative
fearsome,negative
feasible,positive
feasibly,positive
feat,positive
featly,positive
feature,positive
feature-rich,positive
febrile,negative
fecal,negative
feces,negative
fecilitous,positive
feckless,negative
fee,negative
feeble,negative
feeblely,negative
feebleminded,negative
feeling,negative
feeling,positive
feign,negative
feigned,negative
feint,negative
feisty,positive
felicitate,positive
felicitous,positive
felicity,positive
fell,negative
fellow,positive
fellowship,positive
felon,negative
felonious,negative
felony,negative
female,positive
ferment,negative
ferocious,negative
ferociously,negative
ferocity,negative
fertile,positive
fervent,positive
fervently,positive
fervid,positive
fervidly,positive
fervor,positive
festival,positive
festive,positive
fete,positive
fetid,negative
feud,negative
feudal,negative
feudalism,negative
fever,negative
feverish,negative
fevers,negative
fiasco,negative
fiat,negative
fib,negative
fibber,negative
fickle,negative
fiction,negative
fictional,negative
fictitious,negative
fidelity,positive
fidget,negative
fidgety,negative
fiend,negative
fiendish,negative
fierce,negative
fiery,positive
fiesta,positive
fight,negative
fighting,negative
figurehead,negative
filibuster,negative
filth,negative
filthy,negative
finagle,negative
finally,positive
fine,positive
fine-looking,positive
finely,positive
finer,positive
finery,positive
finesse,positive
finest,positive
finicky,negative
firearms,negative
fireball,positive
fireproof,positive
firmer,positive
firmness,positive
firstborn,positive
first-class,positive
first-in-class,positive
first-rate,positive
fissures,negative
fist,negative
fit,positive
fits,negative
fitting,positive
fixture,positive
flabbergast,negative
flabbergasted,negative
flabby,negative
flaccid,negative
flagging,negative
flagrant,negative
flagrantly,negative
flair,positive
flair,negative
flairs,negative
flak,negative
flake,negative
flakey,negative
flakieness,negative
flaking,negative
flaky,negative
flame,positive
flap,negative
flare,negative
flares,negative
flareup,negative
flareups,negative
flash,negative
flashy,positive
flat-out,negative
flatter,positive
flattering,positive
flatteringly,positive
flatulence,negative
flaunt,negative
flaw,negative
flawed,negative
flawless,positive
flawlessly,positive
flaws,negative
flea,negative
flee,negative
fleece,negative
fleed,negative
fleeing,negative
fleer,negative
flees,negative
fleet,positive
fleeting,negative
fleshy,negative
flexibility,positive
flexible,positive
flicering,negative
flicker,negative
flickering,negative
flickers,negative
flighty,negative
flimflam,negative
flimsy,negative
flinch,negative
flirt,negative
flirt,positive
flirty,negative
flog,negative
floored,negative
flop,negative
floral,positive
flounder,negative
floundering,negative
flourish,positive
flourishing,positive
flout,negative
flow,positive
flowery,positive
flu,negative
fluctuation,negative
fluent,positive
flush,positive
fluster,negative
flutter,positive
flying,positive
focus,positive
foe,negative
foiled,negative
folly,negative
fond,positive
fondly,positive
fondness,positive
food,positive
fool,negative
fooled,negative
foolhardy,negative
foolish,negative
foolishly,negative
foolishness,negative
foolproof,positive
football,positive
forage,negative
foray,negative
forbearance,positive
forbid,negative
forbidden,negative
forbidding,negative
force,negative
forced,negative
forceful,negative
forcibly,negative
fore,positive
foreboding,negative
forebodingly,negative
foreclose,negative
forefathers,positive
forego,negative
foregoing,positive
foreign,negative
foreigner,negative
foreman,positive
foremost,positive
forerunner,positive
foresee,positive
foreseen,positive
foresight,positive
forewarned,negative
forfeit,negative
forfeited,negative
forfeiture,negative
forgave,positive
forge,positive
forged,negative
forgery,negative
forget,negative
forgetful,negative
forgetfully,negative
forgetfulness,negative
forgive,positive
forgiven,positive
forgiveness,positive
forgiving,positive
forgivingly,positive
forgotten,negative
forlorn,negative
forlornly,negative
formative,positive
formidable,negative
formidable,positive
formless,negative
formula,positive
fornication,negative
forsake,negative
forsaken,negative
forswear,negative
forte,positive
forthcoming,positive
fortify,positive
fortitude,positive
fortress,positive
fortuitous,positive
fortuitously,positive
fortunate,positive
fortunately,positive
fortune,positive
forward,positive
foul,negative
foully,negative
foulness,negative
found,positive
foundation,positive
fractious,negative
fractiously,negative
fracture,negative
fragile,negative
fragmented,negative
fragrant,positive
frail,negative
frailty,negative
frank,positive
frankness,positive
frantic,negative
frantically,negative
franticly,negative
fraternal,positive
fraud,negative
fraudulent,negative
fraught,negative
fray,negative
frayed,negative
frazzle,negative
frazzled,negative
freak,negative
freaking,negative
freakish,negative
freakishly,negative
freaks,negative
free,positive
freed,positive
freedom,positive
freedoms,positive
freely,positive
freeze,negative
freezes,negative
freezing,negative
frenetic,negative
frenetically,negative
frenzied,negative
frenzy,negative
fresh,positive
fresher,positive
freshest,positive
fret,negative
fretful,negative
frets,negative
friction,negative
frictions,negative
fried,negative
friend,positive
friendliness,positive
friendly,positive
friends,positive
friendship,positive
friggin,negative
frigging,negative
fright,negative
frighten,negative
frightened,negative
frightening,negative
frighteningly,negative
frightful,negative
frightfully,negative
frigid,negative
frisky,positive
frivolous,negative
frolic,positive
frost,negative
frostbite,negative
froth,negative
frown,negative
frowning,negative
froze,negative
frozen,negative
frugal,positive
fruitful,positive
fruitless,negative
fruitlessly,negative
frustrate,negative
frustrated,negative
frustrates,negative
frustrating,negative
frustratingly,negative
frustration,negative
frustrations,negative
ftw,positive
fuck,negative
fucking,negative
fudge,negative
fugitive,negative
fulfill,positive
fulfillment,positive
full,positive
full-blown,negative
full-fledged,positive
fully,positive
fulminate,negative
fumble,negative
fume,negative
fumes,negative
fuming,negative
fun,positive
functional,positive
fundamental,positive
fundamentalism,negative
fungus,negative
funk,negative
funky,negative
funnily,negative
funny,positive
funny,negative
furious,negative
furiously,negative
furor,negative
fury,negative
fuse,positive
fusion,positive
fuss,negative
fussy,negative
fustigate,negative
fusty,negative
futile,negative
futilely,negative
futility,negative
futurestic,positive
futuristic,positive
fuzzy,negative
gabble,negative
gaby,negative
gaff,negative
gaffe,negative
gag,negative
gaga,negative
gaiety,positive
gaily,positive
gain,positive
gained,positive
gainful,positive
gainfully,positive
gaining,positive
gains,positive
gainsay,negative
gainsayer,negative
gall,negative
gallant,positive
gallantly,positive
gallantry,positive
galling,negative
gallingly,negative
gallows,negative
galls,negative
galore,positive
gamble,negative
gambler,negative
gambling,negative
game,negative
gang,negative
gangster,negative
gaol,negative
gap,negative
gape,negative
garbage,negative
garden,positive
garish,negative
garnet,positive
garnish,negative
garrison,positive
gash,negative
gasp,negative
gasping,negative
gauche,negative
gaudy,negative
gaunt,negative
gawk,negative
gawky,negative
gazette,positive
gear,positive
geekier,positive
geeky,positive
geezer,negative
gem,positive
gems,positive
general,positive
generosity,positive
generous,positive
generously,positive
genial,positive
genius,positive
genocide,negative
gent,negative
genteel,positive
gentle,positive
gentleman,positive
gentleness,positive
gentlest,positive
gentry,positive
genuine,positive
geranium,positive
geriatric,negative
germane,positive
get-rich,negative
ghastly,negative
ghetto,negative
ghosting,negative
ghostly,negative
gibber,negative
gibberish,negative
gibe,negative
giddy,positive
giddy,negative
gift,positive
gifted,positive
gigantic,positive
giggle,positive
gimmick,negative
gimmicked,negative
gimmicking,negative
gimmicks,negative
gimmicky,negative
girder,positive
giving,positive
glacial,negative
glad,positive
gladden,positive
gladly,positive
gladness,positive
glamorous,positive
glare,negative
glaring,negative
glaringly,negative
glee,positive
gleeful,positive
gleefully,positive
glib,negative
glibly,negative
glide,positive
glimmer,positive
glimmering,positive
glisten,positive
glistening,positive
glitch,negative
glitches,negative
glitter,positive
glittering,positive
glitz,positive
gloatingly,negative
gloom,negative
gloomy,negative
glorification,positive
glorify,positive
glorious,positive
gloriously,positive
glory,positive
gloss,positive
glossy,positive
glow,positive
glower,negative
glowing,positive
glowingly,positive
glum,negative
glut,negative
gluttony,negative
gnawing,negative
gnome,negative
goad,negative
goading,negative
go-ahead,positive
goblin,negative
god,positive
god-awful,negative
goddam,negative
goddamn,negative
god-given,positive
godless,negative
godlike,positive
godly,positive
godsend,positive
god-send,positive
gold,positive
golden,positive
gonorrhea,negative
goo,negative
good,positive
goodly,positive
goodness,positive
goods,positive
goodwill,positive
goof,negative
goofy,negative
goon,negative
goood,positive
gooood,positive
gore,negative
gorge,negative
gorgeous,positive
gorgeously,positive
gorilla,negative
gory,negative
gospel,positive
gossip,negative
gouge,negative
gout,negative
govern,positive
government,negative
grab,negative
grace,positive
graceful,positive
gracefully,positive
graceless,negative
gracelessly,negative
gracious,positive
graciously,positive
graciousness,positive
graduation,positive
graft,negative
grail,positive
grainy,negative
grand,positive
grandchildren,positive
grandeur,positive
grandiose,negative
grandmother,positive
grant,positive
granted,positive
grapple,negative
grasping,negative
grate,negative
grated,negative
grateful,positive
gratefully,positive
gratification,positive
gratified,positive
gratifies,positive
gratify,positive
gratifying,positive
gratifyingly,positive
grating,negative
gratitude,positive
gratuitous,negative
grave,negative
gravely,negative
greasy,negative
great,positive
greater,positive
greatest,positive
greatness,positive
greed,negative
greedy,negative
green,positive
greeting,positive
gregarious,positive
grenade,negative
grief,negative
grievance,negative
grievances,negative
grieve,negative
grieving,negative
grievous,negative
grievously,negative
grim,negative
grimace,negative
grime,negative
grimy,negative
grin,positive
grind,negative
grinding,negative
gripe,negative
gripes,negative
grisly,negative
grist,positive
grit,positive
gritty,negative
grizzly,negative
groan,negative
grope,negative
gross,negative
grossly,negative
grotesque,negative
grouch,negative
grouchy,negative
groundbreaking,positive
grounded,negative
groundless,negative
groundwork,positive
grouse,negative
grow,positive
growl,negative
growling,negative
growth,positive
grudge,negative
grudges,negative
grudging,negative
grudgingly,negative
gruesome,negative
gruesomely,negative
gruff,negative
grumble,negative
grumpier,negative
grumpiest,negative
grumpily,negative
grumpish,negative
grumpy,negative
guarantee,positive
guard,positive
guardian,positive
guardianship,positive
gubernatorial,positive
guerilla,negative
guidance,positive
guide,positive
guidebook,positive
guile,negative
guillotine,negative
guilt,negative
guiltily,negative
guiltless,positive
guilty,negative
guise,negative
gull,negative
gullible,negative
gumption,positive
gun,negative
guru,positive
gush,negative
gush,positive
gusto,positive
gutless,negative
guts,positive
gutsy,positive
gutter,negative
guzzling,negative
gymnast,positive
gypsy,negative
habitat,positive
hack,negative
hacks,negative
hag,negative
haggard,negative
haggle,negative
hail,negative
hail,positive
hairloss,negative
hairy,negative
halcyon,positive
hale,positive
halfhearted,negative
halfheartedly,negative
halfway,negative
hallmark,positive
hallmarks,positive
hallowed,positive
hallucinate,negative
hallucination,negative
halter,negative
halting,negative
hamper,negative
hampered,negative
hamstring,negative
hamstrung,negative
handicap,negative
handicapped,negative
handier,positive
handily,positive
hands-down,positive
handsome,positive
handsomely,positive
handy,positive
hang,negative
hanging,negative
hangman,negative
hangs,negative
haphazard,negative
hapless,negative
happier,positive
happily,positive
happiness,positive
happy,positive
harangue,negative
harass,negative
harassed,negative
harasses,negative
harassment,negative
harbinger,negative
harboring,negative
harbors,negative
hard,negative
hardball,negative
harden,negative
hardened,negative
hardheaded,negative
hardhearted,negative
hard-hit,negative
hardier,positive
hard-line,negative
hardliner,negative
hard-liner,negative
hardliners,negative
hardly,negative
hardness,negative
hardship,negative
hardships,negative
hard-working,positive
hardy,positive
harlot,negative
harm,negative
harmed,negative
harmful,negative
harmless,positive
harmonious,positive
harmoniously,positive
harmonize,positive
harmony,positive
harms,negative
harpy,negative
harridan,negative
harried,negative
harrow,negative
harrowing,negative
harry,negative
harsh,negative
harshly,negative
harshness,negative
harvest,positive
hash,negative
hashish,negative
hasseling,negative
hassle,negative
hassled,negative
hassles,negative
haste,negative
hastily,negative
hasty,negative
hate,negative
hated,negative
hateful,negative
hatefully,negative
hatefulness,negative
hater,negative
haters,negative
hates,negative
hating,negative
hatred,negative
haughtily,negative
haughty,negative
haunt,negative
haunted,negative
haunting,negative
haven,positive
havoc,negative
hawkish,negative
haywire,negative
hazard,negative
hazardous,negative
haze,negative
hazy,negative
headache,negative
headaches,negative
head-aches,negative
headway,positive
heady,positive
heady,negative
heal,positive
healing,positive
healthful,positive
healthy,positive
hearing,negative
hearsay,negative
hearse,negative
heart,positive
heartache,negative
heartbreak,negative
heartbreaker,negative
heartbreaking,negative
heartbreakingly,negative
heartburn,negative
hearten,positive
heartening,positive
heartfelt,positive
hearth,positive
heartily,positive
heartless,negative
heartrending,negative
heartwarming,positive
heathen,negative
heaven,positive
heavenly,positive
heavens,positive
heavily,negative
heavy-handed,negative
heavyhearted,negative
heck,negative
heckle,negative
heckled,negative
heckles,negative
hectic,negative
hedge,negative
hedonism,negative
hedonism,positive
hedonistic,negative
heedless,negative
heel,negative
heft,positive
hefty,negative
hegemonism,negative
hegemonistic,negative
hegemony,negative
heighten,negative
heinous,negative
hell,negative
hell-bent,negative
hellion,negative
hellish,negative
hells,negative
helmet,positive
help,positive
helped,positive
helper,positive
helpful,positive
helping,positive
helpless,negative
helplessly,negative
helplessness,negative
hemorrhage,negative
hemorrhoids,negative
herbal,positive
heresy,negative
heretic,negative
heretical,negative
hermaphrodite,negative
hero,positive
heroic,positive
heroically,positive
heroics,positive
heroin,negative
heroine,positive
heroism,positive
heroize,positive
heros,positive
herpes,negative
